image_path,class_name,label,label_name,dataset_source,subset
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/125.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/024.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/071.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/044.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/049.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/025.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/064.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/077.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/030.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/057.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/088.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/070.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/050.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/020.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/052.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/067.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/114.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/032.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/007.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/107.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/045.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/101.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/075.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/087.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/078.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/093.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/108.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/095.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/062.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/037.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/019.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/061.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/022.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/059.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/008.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/112.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/100.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/082.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/073.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/094.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/102.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/115.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/012.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/034.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/118.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/004.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/117.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/006.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/035.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/028.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/106.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/054.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/026.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/041.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/121.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/003.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/033.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/072.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/005.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/092.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/042.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/031.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/104.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/048.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/116.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/090.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/011.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/053.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/021.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/097.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/036.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/110.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/105.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/013.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/069.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/009.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/109.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/126.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/098.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/023.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/079.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/051.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/123.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/103.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/046.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/047.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/065.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/068.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/039.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/124.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/016.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/027.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/085.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/029.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/017.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/081.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/084.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/080.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/066.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/122.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/083.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/010.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/089.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/055.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/043.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/015.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/060.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/002.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/120.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/113.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/038.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/040.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Superficial-Intermediate/im_Superficial-Intermediate/018.bmp,im_Superficial-Intermediate,0,Normal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/129.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/184.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/091.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/074.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/209.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/001.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/063.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/076.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/133.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/132.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/150.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/119.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/096.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/211.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/172.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/155.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/014.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/056.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/086.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/213.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/178.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/099.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/111.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/131.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/058.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/151.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/128.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/125.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/024.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/071.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/202.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/044.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/049.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/025.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/206.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
/kaggle/input/cervical-cancer-largest-dataset-sipakmed/im_Dyskeratotic/im_Dyskeratotic/064.bmp,im_Dyskeratotic,1,Abnormal,sipakmed,
